CODENAME        OSARCH        CATEGORY                    PACKAGE                         VERSION                FILENAME                                                 MD5                                     
buster          armhf         qbittorrent                 qbittorrent-nox                 4.1.7-libt1.1          qbittorrent-nox_4.1.7-libt1.1-1build1_armhf.deb          60a6c883e9e47d1be2251e69c4fe0d47        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.1.7-libt1.1          qbittorrent-nox_4.1.7-libt1.1-1build1_armhf.deb          1063ed0a142061d23bf474be1f0ea7ed        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.1.7-libt1.1          qbittorrent-nox_4.1.7-libt1.1-1build1_armhf.deb          81478b796bdcc77807a9bbd6a2a2c991        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_amd64.deb          ff71f1c11de35bbce0b5264bc49e2287        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_amd64.deb          ed7e755e2db3fcef7b14f703ff8dd20b        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_amd64.deb          aa0bfd4b6e7b7de754b37c7857fd8db6        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_amd64.deb          89161cca98d3d059689b3a761727fa2d        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_arm64.deb          9f480724b3cfc2f16345a5ce244ab83f        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_arm64.deb          3f2d7c02eedeecbb1cb97c3f743bd4a1        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_arm64.deb          db771faea44f3521a80bf214d199109f        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_arm64.deb          8b8d51fa1d4e99ef3f107597f92a1c10        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_armhf.deb          ed59b39bba7e906a78830ffe020d67af        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_armhf.deb          6b88a604c727f532c72661f3fc804cb8        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_armhf.deb          d7c0ba44865522b4fb89587cc1aa04eb        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.1.8-libt1.1          qbittorrent-nox_4.1.8-libt1.1-1build1_armhf.deb          adcf58f3a83bac2793a1659eafeff6e5        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_amd64.deb          2f3cf82d01a706adbe1bb2a7033b092f        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_amd64.deb          acdd8e23250b9a7e48fd1d880060b2b1        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_amd64.deb          bc89fe51f04b0ea963e54c471a49fe60        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_amd64.deb          bf601fd9cbae609e80d9589daa7656b0        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_arm64.deb          38d2380d41114f42fa267db239c8a14a        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_arm64.deb          c61c870466f158eda4f8921a4b42b8c8        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_arm64.deb          27bfeed7c6d9e6fc77ce3a0b425221f8        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_arm64.deb          79725fb266e8258b7f424e844bb112a4        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_armhf.deb          6f58111a28af2f5fc3c106ad6f9109df        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_armhf.deb          64bd7ae3295e7feb618a77d53c2a584a        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_armhf.deb          5998c7c25f4a209bbdebc9bf9ea35d0d        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.1.9-libt1.1          qbittorrent-nox_4.1.9-libt1.1-1build1_armhf.deb          41db13bc1c30cec54b75ae5aead1a7ea        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        9180684ddaceaefda3f0bf672336ffcb        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        c8866a59a4ceaed8b63f99b292db8453        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        4ad8b581c57265077e6e349ebca5483e        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        5006041ca7b555c932cddeefdcd4e9c0        
jammy           amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        077b9d263f3f364a54d1b0cf3f19ca11        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        becdc2aeeacebd39b1fe710b2eedc4aa        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_amd64.deb        15ac4bce260702fa842935e529f40a57        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_arm64.deb        b3d3673a1ef2951870f82df8abedf8b0        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_arm64.deb        1340646a78294322cbc8617bbf5b22c9        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_arm64.deb        f83a9ce34fba52c984380aefb16ba97a        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_arm64.deb        8164420477e31a802c5e38192609136c        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_arm64.deb        a09d655bdb357056ad3f0a19c22837a3        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_armhf.deb        449775674536acfa8e1b8ae2d46030ba        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_armhf.deb        03a23a808325e81255a78b20d8b8f840        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_armhf.deb        e37b2db8d3f78971e81aa1cfe1e92dc5        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_armhf.deb        e7f8c9ec570afbfae9a2870526713861        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.1.9.1-libt1.1        qbittorrent-nox_4.1.9.1-libt1.1-1build1_armhf.deb        87cdd34e7e707d4af9af819b95a8db20        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        728d7d21dafa2aa496b9a99db7cda830        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        eb098eb1f598904e859b063588ee417f        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        0531027ed6e7b75c3f4c852c96a8534a        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        143b848d2f5318920aef00a2f47241de        
jammy           amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        2681173be25379be7627c1559f51f3a8        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        cf9084cbc59fb20abb130609613c3d9f        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_amd64.deb        c2b102e62437e633b1726fd6a239bf4b        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_arm64.deb        c3cd746bb8cc2640866b752d956fcfe7        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_arm64.deb        a6966f89ee8d2230a9550217fd10ea98        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_arm64.deb        3d59df0191602c94218c67134faab087        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_arm64.deb        2fcddbca99d8b72f3d0220aa674aaa07        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_arm64.deb        f1527a8e51c4b062da6cfadae78f85c0        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_armhf.deb        4d2f1aeca4924db22e58c8431f8a0d4e        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_armhf.deb        19a7b87914914b86a2354c5cbcfa1b54        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_armhf.deb        d353b531a1c4aecff89ade40c2b193e8        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_armhf.deb        61248981f8ab87c3deb2ec51864acdc4        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.1.9.2-libt1.1        qbittorrent-nox_4.1.9.2-libt1.1-1build1_armhf.deb        7e5d8d5b2a0e1293e0003be0321781f9        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_amd64.deb          961954cf5f0322668e7e001a1828d562        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_amd64.deb          7032fc593af13a00ccc8c87302c4c3b0        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_amd64.deb          2464dbb5abbb8c3eb71f37bd2b7ec7ba        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_amd64.deb          4f871cc5cf5da1dba0f45e5ef74af100        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_arm64.deb          9dbdb624aa7827e874a1b4b3347e4b89        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_arm64.deb          4ff8178085dc398b197a7af02c6c10b8        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_arm64.deb          87b17d8e19a4e0e74890d5583a880891        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_arm64.deb          cc6d38ee195ea78d26060ce2e83f895f        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_armhf.deb          34782b6a02648b371d097dc0fc6ff60e        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_armhf.deb          d38ad61160e93fcee2973b04e2155012        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_armhf.deb          c41d7b9b0a95545f077c01509e1c57fc        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.0-libt1.1          qbittorrent-nox_4.2.0-libt1.1-1build1_armhf.deb          b9484ffd5e7c5cc929b5200a5f78c25f        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_amd64.deb          ad1a9b47a46cbb43db4c572ce492a77d        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_amd64.deb          9cf5c2c69b819a244faa1bd6306eb8df        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_amd64.deb          b20349ba5e39226aa38944d5ae7a8a4c        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_amd64.deb          95523555838b46320ebb27067893a80c        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_arm64.deb          efd801bc97fab83cdf53ea36d29dcebd        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_arm64.deb          6765394af752d6cf9729f1597245ada2        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_arm64.deb          4517d65eb95b1081e8ef88108d7b4ffc        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_arm64.deb          b49da41e9dd23cedad2fc9b182c7c81e        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_armhf.deb          16bffd1326ec0cddd5ce5e838e1a5561        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_armhf.deb          06611bd88a1142748e938f8effcc6815        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_armhf.deb          bd1a8b2025196486a1af3aa61fc533c8        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.1-libt1.1          qbittorrent-nox_4.2.1-libt1.1-1build1_armhf.deb          bb4cc7b9390809c835b3f7f3b73df41a        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_amd64.deb          92187cff614db18bf47493ac2206bb95        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_amd64.deb          1299ac7472d7814967a141c8a6f96836        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_amd64.deb          2a90d95cec2b2bcae11fbcadf38b9115        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_amd64.deb          c1adf049c5432f367c3047acfd275484        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_arm64.deb          ea51baf790c80a8ea083acbf674d89a8        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_arm64.deb          290ccf6dd3cc45ff4016b301a08ff742        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_arm64.deb          fef5d74edbe14cf4977dbd3816ba4763        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_arm64.deb          5368bd09cd5ae8dc9e54f8db12f33ce7        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_armhf.deb          e3f69b1bece98927cf9944ea92ad641a        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_armhf.deb          7d02139afe57bdbace2ca3ee09007b85        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_armhf.deb          fa6bdedc6a763842f35980473f3f4fcb        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.2-libt1.1          qbittorrent-nox_4.2.2-libt1.1-1build1_armhf.deb          aedf2165e7e1774027a850e63a4693fb        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_amd64.deb          ddd199f454480511b5e1d553894ae4ab        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_amd64.deb          b43b10a9c6d7e2442859703c93a5dbc4        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_amd64.deb          3655478386f684fbbf49ea369401a3b8        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_amd64.deb          f93e4848e35d3e4648d55e772f508aec        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_arm64.deb          0788505906697f4fd1db8bc0b3064029        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_arm64.deb          b5a36e1253799b39ca19afd2f8e5cfea        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_arm64.deb          b98608eb915e3a280e09bd84f6e35c54        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_arm64.deb          58616d9929ebfb391be2d00b1dad2d8a        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_armhf.deb          b70fbabc12adf62ba5e10fb2c247827f        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_armhf.deb          a93aac2c7014418677e0fefde6386ca8        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_armhf.deb          391064947b3f7f9e1237a62f551d3250        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.3-libt1.1          qbittorrent-nox_4.2.3-libt1.1-1build1_armhf.deb          d222cbeafdd327ef3640eef397b0d0d9        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_amd64.deb          6710473557564d45d4a133c229bced3a        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_amd64.deb          8c54710149239b848a4a28510ff09c03        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_amd64.deb          38dc1873313582b14b574e3f598db580        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_amd64.deb          5416fc2cf0af17ba9768902c45bb3604        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_arm64.deb          45ac39b18ebc377d483304794fcc38ee        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_arm64.deb          8b2d1c04ec311cb93dc9c02471842bf5        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_arm64.deb          c846131323743cd5b704040bb77db110        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_arm64.deb          676a07ebdaca48ee286ce84ef59b7e47        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_armhf.deb          79877aa56b2a743b7180eeb512da8652        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_armhf.deb          90ed28f279a55fb871f49df3143087c4        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_armhf.deb          21c7d3589ecfda5e47b9ab9d4c37fd70        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.4-libt1.1          qbittorrent-nox_4.2.4-libt1.1-1build1_armhf.deb          d132eea58fc54bb6f5cb8b5e60831622        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          d024a0c212b5c5b5260900ea5581f1ae        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          c9a0bf062ce8b096fdb4be6d2c2637bf        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          a7f8d05c5a52d0218b97056f07a23efa        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          1315472a6cd1ca6aca2a8a9e112f4e0e        
jammy           amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          a9d78faa693cc14aa4078a9f5c991661        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          d84fb0e8a266a0cce492c2dbfdc36254        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_amd64.deb          228173e36bbfcce6459ed31c3c5cc53d        
bionic          arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_arm64.deb          5858b95edb14f0a681b2f5d90a9dac3b        
buster          arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_arm64.deb          0bde26b885e26cdeb1d93c733f2814c1        
focal           arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_arm64.deb          b68d461fc66e2439bee1542173ad8d44        
stretch         arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_arm64.deb          ffbf867455bb0c95ba8127acf5ab6d40        
xenial          arm64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_arm64.deb          e2b35c189fe79648ba517aabff3b0e34        
bionic          armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_armhf.deb          e7ab574522a60a20b6279845e5c72241        
buster          armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_armhf.deb          b69037726917dffc464ed431a26f06a6        
focal           armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_armhf.deb          39d7d54b8b689dbd5c864cd86a348e5a        
stretch         armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_armhf.deb          28aefcf1f102a0c811c06c54bb8a643f        
xenial          armhf         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.1          qbittorrent-nox_4.2.5-libt1.1-1build1_armhf.deb          2cf370ed8039b4018d385ae9e687c02a        
bionic          amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          c0a112154c00618969c51e388aca4a5a        
bullseye        amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          a2432c2ab12cc8e655defed9ac63d7fd        
buster          amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          4a9c77d86d29a9da619a7ac2db05db87        
focal           amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          a3648a636cd0085c1168a52ec04b74f8        
jammy           amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          7269e11ee06aa4b3ca6563f86045e472        
stretch         amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          9a4c46c266297bce188880aa90c75c0a        
xenial          amd64         qbittorrent                 qbittorrent-nox                 4.2.5-libt1.2          qbittorrent-nox_4.2.5-libt1.2-1build1_amd64.deb          e87b985701d13bd207f37da0454d5a12        
